Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,404,Weights and measures,Service,
30,Children and families,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
31,Adoption and fostering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,160,Adoption,Service,
31,Adoption and fostering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,159,Fostering,Service,
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,266,Child protection,Service,
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,310,Child protection orders,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,700,Advice for young people,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,896,Behaviour development,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,631,Chaperone service,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,48,Child performance licences,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,837,Children and young people - preventative services,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1282,Educational support for looked after children,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1507,Head lice,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,246,HIV / AIDS support for children and young people,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,264,Hospice care for children and young people,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,5,Supervised medication in school,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,892,Support for gifted children,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1394,Support when leaving education,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,736,Teenage pregnancy,Service,
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,737,Traveller children support,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1069,Children's certificate,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,878,Common Assessment Framework,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,263,Residential care for children and young people,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,260,Respite care for children and young people,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,261,Shared care for children and young people,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,840,Support for children in care,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,918,Support for young people leaving care,Service,
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1281,Supported employment for looked after children,Service,
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,53,Children's centres,Service,
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1579,Family information services,Service,
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,831,Family support groups,Service,
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,323,Birth - historical searches,Service,
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,19,Childcare out of school hours,Service,
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,21,Childminders,Service,
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,642,Young people's drop in activities,Service,
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,643,Young people's organised activities,Service,
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,919,Youth leadership training,Service,
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,1116,Youth Opportunity Fund,Service,
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,30,Children and families,contains,629,Youth project volunteering,Service,
38,Community and living,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
39,Armed forces support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,,,,,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,328,Bereavement support,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,320,Birth - re-registering,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,319,Birth registration,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1538,Cemeteries and crematoria,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,20,Childminding,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,852,Citizenship ceremonies,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,875,Civil funerals,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,663,Copy certificates,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,324,Death - historical searches,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,321,Death registration,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,332,Exhumations,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,671,Funeral payment,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,335,Funeral records,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,333,Grave purchasing,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,825,Independent funerals,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,698,Marriage - historical searches,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,874,Marriage renewal,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,334,Memorial construction,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,325,Mortuaries,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,329,Municipal funerals,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,873,Naming ceremonies,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,876,Notice of marriage or civil partnership,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,326,Repatriation of bodies - England and Wales,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,327,Repatriation of bodies abroad,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,322,Stillbirth registration,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,626,Sudden death investigations,Service,
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,317,Wedding venues,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1555,Civic events,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1149,Community centres,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1402,Community equipment loans,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,755,Community facility grants,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,746,Community farms,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,373,"Conference, hall and meeting room hire",Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,607,Demonstrations and parades permission,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1049,Permission to host events,Service,
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1580,Street parties permission,Service,
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,871,Community grants,Service,
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1412,Community noticeboards,Service,
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,615,Grants for voluntary organisations,Service,
43,Community groups and organisations,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,719,Community assemblies and committees,Service,
43,Community groups and organisations,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,297,Community support groups and organisations,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,429,Accident reporting,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,657,Alley gating,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1483,Anti-social behaviour  - solvent abuse,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1480,Anti-social behaviour - begging and vagrancy,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1481,Anti-social behaviour - hoax or false calls to emergency services,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1484,Anti-social behaviour - inconsiderate or nuisance,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1485,Anti-social behaviour - neighbour nuisance,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1486,Anti-social behaviour - street drinking,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1487,Anti-social behaviour - vehicle,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1482,Anti-social behaviour -malicious or nuisance communication,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,756,Beach patrols,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,802,Community fire safety,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,870,Community safety,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1044,Community wardens,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1476,Criminal damage - dwelling,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1477,Criminal damage - non-domestic building,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1479,Criminal damage - non-specific,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1478,Criminal damage - property,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1475,Criminal damage - vehicle,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,426,Firework safety advice,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1133,Hate crime,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1156,Neighbourhood policing,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,164,Protection from harassment,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,368,Release of CCTV evidence,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,498,Town centre CCTV,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,497,Town centre crime prevention,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,586,Vandalism prevention,Service,
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,688,Witness support,Service,
45,Domestic violence,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,,,,,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,793,Civil emergencies - flooding,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,794,Civil emergencies - gas pipelines,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,792,Civil emergencies - major accident hazards,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,729,Civil emergencies - social and psychological support,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1308,Current emergency situations - civil,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1287,Current emergency situations - health,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,1307,Current emergency situations - weather,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,798,Hazardous chemical (HAZCHEM) incidents,Service,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,816,Post-incident support,Service,
47,Gypsies and travellers,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,655,Gypsy and traveller sites,Service,
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,650,Accommodation certificates,Service,
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,915,Asylum seekers - nationality checking,Service,
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,77,Asylum seekers support,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,726,Benefit fraud,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,175,Parenting orders,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,836,Referral orders,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,177,Reparation orders,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,176,Youth court procedures,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,173,Youth justice - final warning,Service,
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,38,Community and living,contains,174,Youth justice - implementation of orders,Service,
50,Council tax and benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,190,Benefits advice and assessment,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,58,Council tax account enquiries,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,65,Council tax benefit appeals,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,62,Council tax benefit backdated claims,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,64,Council tax benefit current claim,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,63,Council tax benefit new claim,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,66,Council tax benefit overpayments,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,67,Council tax benefit renewal,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,287,Direct payments,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,1148,Discretionary Housing Payment,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,72,Housing benefit appeals,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,68,Housing benefit backdated claims,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,70,Housing benefit current claim,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,69,Housing benefit new claim,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,71,Housing benefit overpayments,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,1147,Local Housing Allowance,Service,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,1598,Youth Rehabilitation Order,Service,
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,57,Council tax annual notification,Service,
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,61,Council tax band reductions,Service,
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,59,Council tax discount,Service,
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,60,Council tax exemptions,Service,
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,73,Housing benefit renewal,Service,
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,651,Debt counselling,Service,
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,1520,Debt enforcement,Service,
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,50,Council tax and benefits,contains,189,Welfare rights advice,Service,
54,Education and learning,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
55,Adult education,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,27,Adult education courses,Service,
56,Educational awards and grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,888,Early years grant,Service,
56,Educational awards and grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1050,Musical instrument hire,Service,
56,Educational awards and grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,704,Musical instruments purchase scheme,Service,
56,Educational awards and grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,50,Nursery education grant,Service,
56,Educational awards and grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,12,Nursery school places,Service,
57,Further and higher education,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1145,Young people's learning prospectus,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1614,16 to 19 bursary fund,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,895,Citizenship education,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1090,Education in hospital,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1135,Education transport for 16-19 year olds,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,34,Exclusion of school pupils,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,897,Extended schools,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,4,Free school meals,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1,Home schooling,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,51,Instrumental tuition,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,6,Language and cultural support in school,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,628,Learning mentors,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,17,Local schools,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,627,Mentoring schemes,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1436,Permitted absence from school,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,13,Primary school places,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,7,"Psychological, psychiatric or social work services in schools",Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,705,School admission appeals,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,31,School assessment  and performance,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,42,School book purchase schemes,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1089,School breakfast clubs,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,886,School bullying and harassment policy,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,37,School catering,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1140,School closures,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,2,School clothing grants/vouchers,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,47,School clubs and activities,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,630,School complaints procedure,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,573,School crossing patrols,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,32,School curriculum,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,29,School governors,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,1459,School health and safety,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,889,School health promotion,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,18,School holiday schemes,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,44,School library loans,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,41,School library service - advice and training,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,45,School library visits,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,890,School nursing,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,15,School pupil records,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,36,School term and holiday dates,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,891,School transport,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,3,School transport - additional support,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,735,School visits,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,33,Schools development plans,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,14,Secondary school places,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,894,Transition between schools,Service,
58,Schools and schooling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,52,Work experience placements,Service,
59,Special educational needs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,54,Education and learning,contains,772,Animal importation,Service,
